zipcode,location,coords,city,state,country
2975-358,"Wahmbecker Tunnel, Bodenfelde, Landkreis Northeim, Niedersachsen, 37194, Deutschland","(51.6487161, 9.506199, 0.0)",,Niedersachsen,Deutschland
4200-479,"Paranhos, Porto, 4200-479, Portugal","(41.1749828, -8.585226, 0.0)",Porto,,Portugal
2870-257,2870-257,"(38.70517798888889, -8.97193716111111, 0.0)",,,
Murcia,"Murcia, Área Metropolitana de Murcia, Región de Murcia, España","(37.9923795, -1.1305431, 0.0)",Murcia,Región de Murcia,España
4835-010,"Centre-Ville, Centre, Quartiers Centre, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35000|35700|35200, France","(48.11234485, -1.6809206605843112, 0.0)",Rennes,Bretagne,France
2605-792,"K 2605, Bröckau, Sachsenroda, Pölzig, Am Brahmetal, Greiz, Thüringen, 06712, Deutschland","(50.9456266, 12.2119631, 0.0)",,Thüringen,Deutschland
4610-202,"Antiga Estrada Nacional 202, Costa de Sontra, Quinta da Barqueira de Baixo, Paderne, Melgaço, Viana do Castelo, 4960-207, Portugal","(42.1028582, -8.2895073, 0.0)",Paderne,,Portugal
36191,"Via Podgora, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia","(45.4614858, 9.2033748, 0.0)",Milano,Lombardia,Italia
4525-455,"Dürrner Straße, Kieselbronn, GVV Neulingen, Enzkreis, Baden-Württemberg, 75249, Deutschland","(48.9388774, 8.753652, 0.0)",,Baden-Württemberg,Deutschland
2660-451,"Via Roma, Crone, Idro, Comunità montana della Valle Sabbia, Brescia, Lombardia, 25074, Italia","(45.7395297, 10.4811568, 0.0)",,Lombardia,Italia
47200,"Marmande, Lot-et-Garonne, Nouvelle-Aquitaine, France métropolitaine, 47200, France","(44.499225697058854, 0.16834776221851938, 0.0)",,Nouvelle-Aquitaine,France
4815220,,,,,
4820-002Fafe,,,,,
18516,"Lugros, Comarca de Guadix, Granada, Andalucía, 18516, España","(37.25097049444444, -3.228283281804554, 0.0)",,Andalucía,España
10616,"Casas del Castañar, Valle del Jerte, Cáceres, Extremadura, 10616, España","(40.10720305, -5.9062751250000005, 0.0)",,Extremadura,España
31892,"Sarasa, Iza/Itza, Navarra - Nafarroa, 31892, España","(42.864382418750004, -1.744896877779005, 0.0)",Iza/Itza,Navarra - Nafarroa,España
3505-576,"576, Montcanyada, Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5276762, -0.4718659, 0.0)",Paterna,Comunitat Valenciana,España
38652,"Arona, Santa Cruz de Tenerife, Canarias, 38652, España","(28.070774275, -16.697606999999998, 0.0)",Arona,,España
3040-589,,,,,
35510,"Hessen, 35510, Deutschland","(50.42616545, 8.655211384131997, 0.0)",,Hessen,Deutschland
17133,"Serra de Daró, Baix Empordà, Girona, Catalunya, 17133, España","(42.0311979875, 3.0505212663389734, 0.0)",Serra de Daró,Catalunya,España
46354,"Nordrhein-Westfalen, 46354, Deutschland","(51.9503192, 6.863280788717516, 0.0)",,Nordrhein-Westfalen,Deutschland
38420,"Domène, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38420, France","(45.20355876279067, 5.8490753841184295, 0.0)",,Auvergne-Rhône-Alpes,France
4012,"4012, A947, King Edward, Aberdeenshire, Alba / Scotland, AB45 3ND, United Kingdom","(57.6110248, -2.4781872, 0.0)",,Alba / Scotland,United Kingdom
3810-498,"Aradas, Aveiro, 3810-498, Portugal","(40.62724164, -8.64519654, 0.0)",Aveiro,,Portugal
1813,"Siebertalbahn, L 521, Herzberg am Harz, Landkreis Göttingen, Niedersachsen, 37412, Deutschland","(51.6690568, 10.3671711, 0.0)",,Niedersachsen,Deutschland
25197,"Lleida, Segrià, Lleida, Catalunya, 25197, España","(41.59353878, 0.6221813963619709, 0.0)",Lleida,Catalunya,España
41570,"Via Boffalora, Stadera, Municipio 5, Milano, Lombardia, 20142, Italia","(45.4246642, 9.1647796, 0.0)",Milano,Lombardia,Italia
4490 641,"Strada Patone-Lenzima, Folaso, Patone, Isera, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38065, Italia","(45.8876654, 10.9921094, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
06106,"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06106, France","(43.72005223333334, 7.262589563545151, 0.0)",Nice,Provence-Alpes-Côte d'Azur,France
08920,,,,,
39849,"Ampuero, Asón-Agüera, Cantabria, 39849, España","(43.33970805, -3.4090325203750287, 0.0)",,Cantabria,España
Badajoz,"Badajoz, Tierra de Badajoz, Badajoz, Extremadura, España","(38.8780585, -6.9702048, 0.0)",Badajoz,Extremadura,España
4715-035,"035, Case Dantino, Bardi, Parma, Emilia-Romagna, Italia","(44.6367601, 9.6211997, 0.0)",,Emilia-Romagna,Italia
2745708,,,,,
4000-437,"Via Onorevole Giovanni Del Curto, San Michele, Pè del Rovano, Borgonuovo, Piuro, Comunità montana della Valchiavenna, Sondrio, Lombardia, 23020, Italia","(46.3286751, 9.4412149, 0.0)",,Lombardia,Italia
4470-201,"Cidade da Maia, Maia, Porto, 4470-201, Portugal","(41.22648101666667, -8.622884099999998, 0.0)",Cidade da Maia,,Portugal
7300-299,"299, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, España","(39.53502775, -0.47560409697713846, 0.0)",,Comunitat Valenciana,España
3300-028,"Arganil, Coimbra, 3300-028, Portugal","(40.2176323, -8.0536972, 0.0)",,,Portugal
2910 446 ,"H 2, Walchensee, Kochel am See, Kochel am See (VGem), Landkreis Bad Tölz-Wolfratshausen, Bayern, 82432, Deutschland","(47.6022209, 11.3103513, 0.0)",,Bayern,Deutschland
1500-386,,,,,
Frielas,"Frielas, Santo António dos Cavaleiros e Frielas, Loures, Lisboa, 2660-001, Portugal","(38.81831335, -9.145907193419113, 0.0)",Loures,,Portugal
09390,"Villalmanzo, Burgos, Castilla y León, 09390, España","(42.04692253333334, -3.743976866666667, 0.0)",,Castilla y León,España
7000799,,,,,
100001,,,,,
TA28PX,,,,,
03340 ,"Neuilly-le-Réal, Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03340, France","(46.44779410833334, 3.4249305710304787, 0.0)",,Auvergne-Rhône-Alpes,France
3810-702,"Strada forestale Val di Roda, San Martino di Castrozza, Primiero San Martino di Castrozza, Comunità di Primiero, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia","(46.2626952, 11.8091616, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
4820-135,"Pelham Cottages, Bexley, London Borough of Bexley, London, Greater London, England, DA5 2AN, United Kingdom","(51.4383545, 0.1541452, 0.0)",London,England,United Kingdom
4905-322,"Sentiero di raccordo tra 311 e 322, Valli del Pasubio, Vicenza, Veneto, Italia","(45.7697965, 11.199987, 0.0)",,Veneto,Italia
22269,"Leini' (Cartiera), Via Lombardore, Tedeschi, Grivetta, Leini, Torino, Piemonte, 10079, Italia","(45.1970866, 7.723431, 0.0)",,Piemonte,Italia
28105,"Volpiano (CC Elicotteristi), Via Brandizzo, Volpiano, Torino, Piemonte, 10088, Italia","(45.19412, 7.79806, 0.0)",,Piemonte,Italia
1200-094 Lisboa,"Lisboa, Portugal","(38.7440523, -9.151827931741947, 0.0)",Lisboa,,Portugal
282220,,,,,
3510-765,"Ma-3510, Maria de la Salut, Pla de Mallorca, Illes Balears, 07519, España","(39.6684861, 3.069569, 0.0)",Maria de la Salut,Illes Balears,España
2750-154,"154, Oliveto Citra, Salerno, Campania, Italia","(40.7026823, 15.1730636, 0.0)",,Campania,Italia
1070-157,"Strada delle Sette Fontane, Malga Prà, Vallarsa, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia","(45.7409759, 11.1606588, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
32705,"As Maus, Vilar de Barrio, A Limia, Ourense, Galicia, 32705, España","(42.18474786666667, -7.601367141666667, 0.0)",,Galicia,España
2795-135,"Pelham Cottages, Bexley, London Borough of Bexley, London, Greater London, England, DA5 2AN, United Kingdom","(51.4383545, 0.1541452, 0.0)",London,England,United Kingdom
1800-024,,,,,
49361,"Galende, Zamora, Castilla y León, 49361, España","(42.12931465, -6.699591005457398, 0.0)",,Castilla y León,España
41800 ,"Saint-Martin-des-Bois, Vendôme, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41800, France","(47.74749846134805, 0.822263074898108, 0.0)",,Centre-Val de Loire,France
4485-816,"Plattsteig, Garmisch-Partenkirchen, Landkreis Garmisch-Partenkirchen, Bayern, 82467, Deutschland","(47.4101669, 11.0128831, 0.0)",,Bayern,Deutschland
10490,"Valverde de la Vera, La Vera, Cáceres, Extremadura, 10490, España","(40.121966298255806, -5.494836490165155, 0.0)",,Extremadura,España
40560,"Vielle-Saint-Girons, Arrondissement de Dax, Landes, Nouvelle-Aquitaine, France métropolitaine, 40560, France","(43.92391101923077, -1.306932580141204, 0.0)",Vielle-Saint-Girons,Nouvelle-Aquitaine,France
2790-072,"Carnaxide e Queijas, Oeiras, Lisboa, 2790-072, Portugal","(38.7213675, -9.233873948671109, 0.0)",Carnaxide e Queijas,,Portugal
47314,"Langayo, Valladolid, Castilla y León, 47314, España","(41.55941598, -4.172708711947382, 0.0)",,Castilla y León,España
29110,"Carredon, Chemin de Carredon, Crabinet, Cornebarrieu, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31700, France","(43.6421385, 1.3170203, 0.0)",,Occitanie,France
4425-195,"195, Oberbilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40225, Deutschland","(51.20155855, 6.8034633925767585, 0.0)",Düsseldorf,Nordrhein-Westfalen,Deutschland
02410,"Saint-Gobain, Laon, Aisne, Hauts-de-France, France métropolitaine, 02410, France","(49.59081947307691, 3.390739894355178, 0.0)",,Hauts-de-France,France
38379,"Niedersachsen, 38379, Deutschland","(52.199870250000004, 10.94724914340302, 0.0)",,Niedersachsen,Deutschland
2520-135 FERREL,"Ferrel, Peniche, Leiria, Portugal","(39.3643517, -9.3161038, 0.0)",Peniche,,Portugal
3105-399,,,,,
4795-069,"Via dei Missaglia, Gratosoglio - Ticinello, Municipio 5, Ronchetto delle Rane, Milano, Lombardia, 20142, Italia","(45.413552, 9.1749017, 0.0)",Milano,Lombardia,Italia
38540,"Heyrieux, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38540, France","(45.623530368226994, 5.051319397877879, 0.0)",,Auvergne-Rhône-Alpes,France
4050-317,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto, 4050-317, Portugal","(41.1491291, -8.6143106, 0.0)",Porto,,Portugal
27437,"Cangas, Pantón, Terra de Lemos, Lugo, Galicia, 27437, España","(42.46792278695653, -7.638242404347825, 0.0)",Pantón,Galicia,España
22638,"Biescas, Alto Gállego, Huesca, Aragón, 22638, España","(42.63313442328011, -0.35472085799429476, 0.0)",,Aragón,España
43517,"Tortosa, Baix Ebre, Tarragona, Catalunya, 43517, España","(40.79708022723811, 0.5301137823318361, 0.0)",Tortosa,Catalunya,España
2410-856,,,,,
080031,,,,,
1945-143,"143, Avenue Pierre Sémard, Champignol, Saint-Maur-des-Fossés, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94210, France","(48.804973, 2.5108913, 0.0)",,Île-de-France,France
1495-094,"094, Arjona, Conceição e Estoi, Faro, 8005, Portugal","(37.0973616, -7.9142129, 0.0)",Faro,,Portugal
2830-429,"429, la Canyada, Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5180059, -0.4880918, 0.0)",Paterna,Comunitat Valenciana,España
14250,"Bucéels, Bayeux, Calvados, Normandie, France métropolitaine, 14250, France","(49.18387045, -0.6256493631411465, 0.0)",Bucéels,Normandie,France
49660,"Torfou, Sèvremoine, Cholet, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49660, France","(47.03848308571429, -1.113117946106628, 0.0)",Sèvremoine,Pays de la Loire,France
2710-693,"Quinta dos Ourives, Beloura, Sintra, Lisboa, 2710-693, Portugal","(38.7639025, -9.374601252476243, 0.0)",Sintra,,Portugal
2625.594,"L 2625, Henneberg, Sülzfeld, Meiningen, Landkreis Schmalkalden-Meiningen, Thüringen, 98617, Deutschland","(50.5053189, 10.3542604, 0.0)",,Thüringen,Deutschland
10240,"Nogent-sur-Aube, Troyes, Aube, Grand Est, France métropolitaine, 10240, France","(48.478677838749995, 4.3216733422162115, 0.0)",,Grand Est,France
15915,,,,,
15102,"Carballo, Bergantiños, A Coruña, Galicia, 15102, España","(43.215160600000004, -8.689198925, 0.0)",,Galicia,España
52001,"Melilla, 52001, España","(35.2937417771796, -2.939017396235506, 0.0)",,Melilla,España
3800-012,"Glória e Vera Cruz, Aveiro, 3800-012, Portugal","(40.6371654, -8.6368329, 0.0)",Aveiro,,Portugal
3460-522,3460- 522,"(40.513302184951065, -8.081398993293366, 0.0)",,,
3510-720,"Baite Cisterna - Piazza Alta, Berlendino, Concenedo, Barzio, Lecco, Lombardia, 23816, Italia","(45.9495082, 9.484055, 0.0)",,Lombardia,Italia
54621,"Greencroft, London Borough of Barnet, London, Greater London, England, HA8 9PA, United Kingdom","(51.6159421, -0.260685, 0.0)",London,England,United Kingdom
2675-424,"424, la Canyada, Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5172225, -0.4863597, 0.0)",Paterna,Comunitat Valenciana,España
39772,"39772, Rue Gabriel Fauré, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France","(45.914827, 6.1314869, 0.0)",Annecy,Auvergne-Rhône-Alpes,France
3025-137 ,"Trouxemil e Torre de Vilela, Coimbra, 3025-137, Portugal","(40.27254285, -8.446330231202712, 0.0)",Coimbra,,Portugal
29680 ,"Roscoff, Morlaix, Finistère, Bretagne, France métropolitaine, 29680, France","(48.721918687328106, -3.983808583394762, 0.0)",,Bretagne,France
2450-014,"Studentendorf WHO, Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland","(48.54051725, 9.059307158393207, 0.0)",,Baden-Württemberg,Deutschland
08247,,,,,
1430,"Pl de l'Estatut, Avinguda de l'Estatut de Catalunya, Horta, Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.4307803, 2.1552113, 0.0)",Barcelona,Catalunya,España
12470,"Saint-Chély-d'Aubrac, Rodez, Aveyron, Occitanie, France métropolitaine, 12470, France","(44.59816218913043, 2.9191948441146973, 0.0)",,Occitanie,France
08472,,,,,
1069-199,"Avenidas Novas, Lisboa, 1069-199, Portugal","(38.74282035, -9.14817635254333, 0.0)",Lisboa,,Portugal
49021,"Zamora, Castilla y León, 49021, España","(41.5120861, -5.7314934, 0.0)",Zamora,Castilla y León,España
17529,,,,,
29710,"Plovan, Quimper, Finistère, Bretagne, France métropolitaine, 29710, France","(47.9577766471473, -4.321532940335729, 0.0)",,Bretagne,France
4590-249,"Ponte Frera - Torena, Teglio, Comunità montana della Valtellina di Tirano, Sondrio, Lombardia, Italia","(46.1039826, 10.1279272, 0.0)",,Lombardia,Italia
4150-487,"Leitza - Goizueta - Hernani, Gorriztaran, Leitza, Larraun-Leitzaldea, Navarra - Nafarroa, 31880, España","(43.0886996, -1.8787476, 0.0)",,Navarra - Nafarroa,España
92330,"Sceaux, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92330, France","(48.77848126605839, 2.2892795336100553, 0.0)",Sceaux,Île-de-France,France
1950-119,"119, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5333477, -0.4842435, 0.0)",,Comunitat Valenciana,España
3080-012 Figueira da Foz,"Figueira da Foz, Coimbra, Portugal","(40.1485808, -8.855655, 0.0)",Figueira da Foz,,Portugal
1250-066 ,"Santo António, Lisboa, 1250-066, Portugal","(38.7209475, -9.1501763, 0.0)",Lisboa,,Portugal
3860-297,"3860, Étoile-sur-Rhône, Valence, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26800, France","(44.8285277, 4.938198, 0.0)",,Auvergne-Rhône-Alpes,France
41900 Camas,"Camas, Sevilla, Andalucía, España","(37.4020115, -6.0331571, 0.0)",,Andalucía,España
80059,"Torre del Greco, Napoli, Campania, 80059, Italia","(40.76586662276125, 14.40883226225553, 0.0)",,Campania,Italia
42162,"Garray, Castilla y León, 42162, España","(41.81525165, -2.445490959034098, 0.0)",Garray,Castilla y León,España
8200-428,"Guia, Albufeira, Faro, 8200-428, Portugal","(37.09205955, -8.309923600000001, 0.0)",,,Portugal
05416,"nördlich Kosbacher Altar, Membacher Linie, Kosbach, Erlangen, Bayern, 91056, Deutschland","(49.6137318, 10.9260621, 0.0)",Erlangen,Bayern,Deutschland
3090-698,"São Pedro, Figueira da Foz, Coimbra, 3090-698, Portugal","(40.1283803, -8.8561398, 0.0)",Figueira da Foz,,Portugal
8700-215,"Quelfes, Olhão, Faro, 8700-215, Portugal","(37.04080273366337, -7.841357064356434, 0.0)",,,Portugal
29694,,,,,
01002 ,"Done Jakue/Santiago, Vitoria-Gasteiz, Gasteizko kuadrilla/Cuadrilla de Vitoria, Araba/Álava, Euskadi, 01002, España","(42.85067887989024, -2.6625006903781268, 0.0)",Vitoria-Gasteiz,Euskadi,España
15105,"Noicela, Carballo, Bergantiños, A Coruña, Galicia, 15105, España","(43.28511406826924, -8.646322779506065, 0.0)",,Galicia,España
SO226NR,,,,,
Lima 01,"Lima, Quincieux, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69650, France","(45.9119149, 4.7940454, 0.0)",,Auvergne-Rhône-Alpes,France
15280-brión,"Brión, Santiago, A Coruña, Galicia, España","(42.8553142, -8.7219029, 0.0)",,Galicia,España
4150-043,"Franken Mitte, Franken, Stralsund, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18439, Deutschland","(54.2979562, 13.097988, 0.0)",,Mecklenburg-Vorpommern,Deutschland
93330,"Neuilly-sur-Marne, Le Raincy, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93330, France","(48.86022781467586, 2.5286497406516113, 0.0)",,Île-de-France,France
19412,"Brüel, Sternberger Seenlandschaft, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19412, Deutschland","(53.72359308572394, 11.688223642314654, 0.0)",,Mecklenburg-Vorpommern,Deutschland
14510,"Houlgate, Lisieux, Calvados, Normandie, France métropolitaine, 14510, France","(49.29946033472318, -0.07269923043719224, 0.0)",,Normandie,France
3830-582,"Gafanha da Nazaré, Ílhavo, Aveiro, 3830-582, Portugal","(40.6297846, -8.7170277, 0.0)",Gafanha da Nazaré,,Portugal
16461,"Pasteur, Avenue de Flotis, Parc d'Activités de Ratalens, Saint-Jean, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31240, France","(43.653699, 1.5118259, 0.0)",,Occitanie,France
15181,"Sigrás, Cambre, A Coruña, Galicia, 15181, España","(43.287468866666664, -8.361796016396069, 0.0)",,Galicia,España
4505-841,"CAI 841, Asiago, Vicenza, Veneto, Italia","(46.0067376, 11.5165024, 0.0)",,Veneto,Italia
2460-036,"Bayreuther Straße, Gesees, Bad Berneck im Fichtelgebirge, Landkreis Bayreuth, Bayern, 95460, Deutschland","(50.0433245, 11.6637496, 0.0)",,Bayern,Deutschland
4630-420,"420, la Canyada, Paterna, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5173803, -0.4893067, 0.0)",Paterna,Comunitat Valenciana,España
18538,"Dehesas de Guadix, Comarca de Los Montes, Granada, Andalucía, 18538, España","(37.592884275, -3.109439173440464, 0.0)",,Andalucía,España
18369,"Villanueva Mesía, Comarca de Loja, Granada, Andalucía, 18369, España","(37.21361366250001, -4.0133685384800355, 0.0)",,Andalucía,España
03660 ,"Novelda, el Vinalopó Mitjà / El Vinalopó Medio, Alacant / Alicante, Comunitat Valenciana, 03660, España","(38.383653789519926, -0.7636880432483395, 0.0)",,Comunitat Valenciana,España
49250,"Beaufort-en-Anjou, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49250, France","(47.437268438682246, -0.23144681878895593, 0.0)",,Pays de la Loire,France
30167,"Nordstadt, Nord, Hannover, Region Hannover, Niedersachsen, 30167, Deutschland","(52.3863317375366, 9.71966821748994, 0.0)",Hannover,Niedersachsen,Deutschland
761-8076,"761, Taibon Agordino, Belluno, Veneto, Italia","(46.3052477, 11.9114056, 0.0)",,Veneto,Italia
1000-081,"Areeiro, Lisboa, 1000-081, Portugal","(38.74212, -9.143178803757037, 0.0)",Lisboa,,Portugal
04661,,,,,
2975-311,"Quinta do Conde, Sesimbra, Setúbal, 2975-311, Portugal","(38.56421376, -9.0379315, 0.0)",,,Portugal
2780-181,"181, Costa, Poggio Ferrato, Val di Nizza, Pavia, Lombardia, 27050, Italia","(44.8664837, 9.1865354, 0.0)",Val di Nizza,Lombardia,Italia
15899,"Conxo, Santiago de Compostela, Santiago, A Coruña, Galicia, 15899, España","(42.84712937232814, -8.561599010799462, 0.0)",,Galicia,España
4465 - 743 ,"Via Pallanza, Villaggio dei Giornalisti, Municipio 2, Milano, Lombardia, 20125, Italia","(45.5028855, 9.2007513, 0.0)",Milano,Lombardia,Italia
14512,"14512, Via San Faustino, Villa, Monticelli Brusati, Comunità montana del Sebino bresciano, Brescia, Lombardia, Italia","(45.61717945, 10.086288524340286, 0.0)",,Lombardia,Italia
1069-033,"Avenidas Novas, Lisboa, 1069-033, Portugal","(38.740402, -9.146879452464042, 0.0)",Lisboa,,Portugal
34080,"Saint-Georges-d'Orques, Montpellier, Hérault, Occitanie, France métropolitaine, 34080, France","(43.60228641415093, 3.791515513170873, 0.0)",,Occitanie,France
31393,"Beire, Erdialdea / Zona Media, Navarra - Nafarroa, 31393, España","(42.4546451, -1.6222494, 0.0)",Beire,Navarra - Nafarroa,España
3220-201,"Miranda do Corvo, Coimbra, 3220-201, Portugal","(40.089043849999996, -8.330395450000001, 0.0)",,,Portugal
4560-007,,,,,
04717,,,,,
O7410,,,,,
7520-309,"Zona Industrial Ligeira Nº2, Sines, Setúbal, 7520-309, Portugal","(37.95854395, -8.846526904327746, 0.0)",Sines,,Portugal
77580,"Crécy-la-Chapelle, Meaux, Seine-et-Marne, Île-de-France, France métropolitaine, 77580, France","(48.860568782474225, 2.952325456562826, 0.0)",,Île-de-France,France
4400-676,"AL-4400, Fondón, Almería, Andalucía, 04470, España","(36.987248, -2.843425, 0.0)",,Andalucía,España
2620-541,"541, San Giovanni di Fassa, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia","(46.4562142, 11.6284814, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
10.003,"003, Monte Aman, Pino Torinese, Torino, Piemonte, 10025, Italia","(45.0714545, 7.7839439, 0.0)",,Piemonte,Italia
8100-229,"229, Castel del Monte, L'Aquila, Abruzzo, 67023, Italia","(42.3686086, 13.710945, 0.0)",,Abruzzo,Italia
17465,"Saus, Camallera i Llampaies, Alt Empordà, Girona, Catalunya, 17465, España","(42.12461217, 2.967661417488945, 0.0)","Saus, Camallera i Llampaies",Catalunya,España
4740-182,"Klughafenbrücke, Innenstadt, Lübeck, Schleswig-Holstein, 23552, Deutschland","(53.8689643, 10.6985029, 0.0)",Lübeck,Schleswig-Holstein,Deutschland
2775-181,"181, Costa, Poggio Ferrato, Val di Nizza, Pavia, Lombardia, 27050, Italia","(44.8664837, 9.1865354, 0.0)",Val di Nizza,Lombardia,Italia
4450-102,"CAI 101, 102, Volturara Irpina, Avellino, Campania, Italia","(40.8501149, 14.9372239, 0.0)",,Campania,Italia
1000-149,"Avenidas Novas, Lisboa, 1000-149, Portugal","(38.7399201, -9.1433675, 0.0)",Lisboa,,Portugal
2460-013,"Wanne, Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland","(48.5454193, 9.044696526684154, 0.0)",,Baden-Württemberg,Deutschland
2640-399,"K 2640, Unterspeltach, Frankenhardt, Verwaltungsverband Crailsheim, Landkreis Schwäbisch Hall, Baden-Württemberg, 74586, Deutschland","(49.0927322, 10.0239796, 0.0)",Frankenhardt,Baden-Württemberg,Deutschland
4475-699,"699, Canazei, Comun General de Fascia, Provincia di Trento, Trentino-Alto Adige/Südtirol, 32023, Italia","(46.4553538, 11.886156, 0.0)",Canazei,Trentino-Alto Adige/Südtirol,Italia
1000-058,,,,,
2780-299,"299, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, España","(39.53502775, -0.47560409697713846, 0.0)",,Comunitat Valenciana,España
4850-233,"Third Avenue, Langdon Hills, Basildon, Essex, East of England, England, SS16 6EJ, United Kingdom","(51.5611125, 0.3963695, 0.0)",,England,United Kingdom
1990-208,"208, Avenida Marechal Craveiro Lopes/2ª Circular, Olivais, Lisboa, 1700-079, Portugal","(38.7652056, -9.1385087, 0.0)",Lisboa,,Portugal
4460-189,"189, Possagno, Pieve del Grappa, Treviso, Veneto, 31054, Italia","(45.8770138, 11.8535396, 0.0)",,Veneto,Italia
09589,"Valle de Mena, Burgos, Castilla y León, 09589, España","(43.08927141666667, -3.282407598425264, 0.0)",Valle de Mena,Castilla y León,España
2130-529,"529, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5285245, -0.4816727, 0.0)",,Comunitat Valenciana,España
4860-230,"230, Prali, Torino, Piemonte, Italia","(44.8384314, 7.035948, 0.0)",Prali,Piemonte,Italia
1495-100,"100, 142, Montella, Avellino, Campania, 83048, Italia","(40.8344001, 14.9864893, 0.0)",Montella,Campania,Italia
4715-241,"241, El Plantío, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5432975, -0.4906478, 0.0)",,Comunitat Valenciana,España
4935-160,"160, Pellizzano, Comunità della Valle di Sole, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38029, Italia","(46.2862647, 10.6157058, 0.0)",,Trentino-Alto Adige/Südtirol,Italia
2840-400,2840-400,"(38.62084485, -9.099125099731877, 0.0)",,,
CF3 6YA,"Old St. Mellons, Cardiff, Cymru / Wales, CF3 6YA, United Kingdom","(51.53279, -3.1234, 0.0)",,Cymru / Wales,United Kingdom
4585-406,"406, la Canyada, La cañada, l'Horta Oest, València / Valencia, Comunitat Valenciana, 46182, España","(39.5201635, -0.4878383, 0.0)",,Comunitat Valenciana,España
32549,"Werste, Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32549, Deutschland","(52.23182385073095, 8.79038487530947, 0.0)",,Nordrhein-Westfalen,Deutschland
04617,"Rositz, Altenburger Land, Thüringen, 04617, Deutschland","(51.01840642181608, 12.365545061495732, 0.0)",,Thüringen,Deutschland
4935-587,"587, Casa S. Carlo, Cortemaggiore, Piacenza, Emilia-Romagna, 29016, Italia","(44.9976424, 9.9084427, 0.0)",,Emilia-Romagna,Italia
2785-437,"Via Onorevole Giovanni Del Curto, San Michele, Pè del Rovano, Borgonuovo, Piuro, Comunità montana della Valchiavenna, Sondrio, Lombardia, 23020, Italia","(46.3286751, 9.4412149, 0.0)",,Lombardia,Italia
1600-648,"Lumiar, Lisboa, 1600-648, Portugal","(38.76273085, -9.17580006037252, 0.0)",Lisboa,,Portugal
4470-002,"002, Saliceto, Cuneo, Piemonte, 17056, Italia","(44.4124469, 8.2060915, 0.0)",,Piemonte,Italia
39911,"Piazza Firenze, Ghisolfa, Municipio 8, Milano, Lombardia, 20155, Italia","(45.4878813, 9.1576775, 0.0)",Milano,Lombardia,Italia
