zipcode,location,coords,city,state,country
46019,"Rascanya, Comarca de València, València / Valencia, Comunitat Valenciana, 46019, España","(39.4953625958325, -0.3700137625740026, 0.0)",,Comunitat Valenciana,España
04009,"Almería, Andalucía, 04009, España","(36.85395038320186, -2.442362537375912, 0.0)",Almería,Andalucía,España
08225,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08225, España","(41.57580242631579, 2.0044612632667254, 0.0)",Terrassa,Catalunya,España
28005,"Centro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28005, España","(40.408922040409664, -3.709963770235679, 0.0)",Madrid,Comunidad de Madrid,España
08950,"Esplugues de Llobregat, Baix Llobregat, Barcelona, Catalunya, 08950, España","(41.37444311555243, 2.0879183209675207, 0.0)",Esplugues de Llobregat,Catalunya,España
07007,"Palma, Illes Balears, 07007, España","(39.55991241923078, 2.685227900303082, 0.0)",Palma,Illes Balears,España
46023,"Camins al Grau, Comarca de València, València / Valencia, Comunitat Valenciana, 46023, España","(39.46394118251729, -0.3530410924145848, 0.0)",,Comunitat Valenciana,España
03690,"Sant Vicent del Raspeig / San Vicente del Raspeig, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03690, España","(38.3958152748326, -0.5211878975399276, 0.0)",,Comunitat Valenciana,España
30139,"Pedanía de El Raal, Murcia, Área Metropolitana de Murcia, Región de Murcia, 30139, España","(38.03607844999999, -1.0342946840315599, 0.0)",Murcia,Región de Murcia,España
28007,"Retiro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28007, España","(40.40693018882692, -3.6723427086187455, 0.0)",Madrid,Comunidad de Madrid,España
46910,"Alfafar, l'Horta Sud, València / Valencia, Comunitat Valenciana, 46910, España","(39.42095052731244, -0.38349491088600474, 0.0)",Alfafar,Comunitat Valenciana,España
29039,"Tetuán, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 29039, España","(40.457536, -3.7017505, 0.0)",Madrid,Comunidad de Madrid,España
46340,"Dégagnac, Gourdon, Lot, Occitanie, France métropolitaine, 46340, France","(44.66134960416667, 1.2943338186180906, 0.0)",,Occitanie,France
04410,"Saint-Jurs, Digne-les-Bains, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, France métropolitaine, 04410, France","(43.87933975595642, 6.153913526785905, 0.0)",,Provence-Alpes-Côte d'Azur,France
45600,"Sully-sur-Loire, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45600, France","(47.73866094945106, 2.3968233082438117, 0.0)",,Centre-Val de Loire,France
03160,"Bourbon-l'Archambault, Moulins, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03160, France","(46.59163429018768, 3.042010096056047, 0.0)",,Auvergne-Rhône-Alpes,France
41500,"Mer, Blois, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41500, France","(47.6980826388889, 1.4856049589508644, 0.0)",,Centre-Val de Loire,France
31014,"Rochapea, Pamplona/Iruña, Navarra - Nafarroa, 31014, España","(42.82568929231289, -1.6493136092610778, 0.0)",Pamplona/Iruña,Navarra - Nafarroa,España
28030,"Moratalaz, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28030, España","(40.40538651793499, -3.6454598610939932, 0.0)",Madrid,Comunidad de Madrid,España
39006,"Santander, Cantabria, 39006, España","(43.46729306513806, -3.807825532341428, 0.0)",Santander,Cantabria,España
08970,"Sant Joan Despí, Baix Llobregat, Barcelona, Catalunya, 08970, España","(41.3687143734375, 2.0633717313270017, 0.0)",,Catalunya,España
21440,"Vaux-Saules, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21440, France","(47.47360843714286, 4.787108833340228, 0.0)",,Bourgogne-Franche-Comté,France
41010,"Triana, Sevilla, Andalucía, 41010, España","(37.379993651603634, -6.004033722443915, 0.0)",Sevilla,Andalucía,España
04004,"Almería, Andalucía, 04004, España","(36.841895819444446, -2.4591762613002603, 0.0)",Almería,Andalucía,España
02001,"Laon, Aisne, Hauts-de-France, France métropolitaine, 02001, France","(49.561720533333336, 3.620376528344855, 0.0)",,Hauts-de-France,France
29770,"Esquibien, Quimper, Finistère, Bretagne, France métropolitaine, 29770, France","(48.021449076822904, -4.557468008705218, 0.0)",,Bretagne,France
28034,"Fuencarral-El Pardo, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28034, España","(40.490843040821574, -3.6977751119877795, 0.0)",Madrid,Comunidad de Madrid,España
28232,"Las Rozas de Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28232, España","(40.52831528884501, -3.915841349791808, 0.0)",,Comunidad de Madrid,España
39005,"Santander, Cantabria, 39005, España","(43.47094360516738, -3.791918796559448, 0.0)",Santander,Cantabria,España
28813,"Bee, Verbano-Cusio-Ossola, Piemonte, 28813, Italia","(45.962066416666666, 8.58042032803438, 0.0)",,Piemonte,Italia
02005,"Albacete, Castilla-La Mancha, 02005, España","(39.0039839, -1.8666942612942345, 0.0)",,Castilla-La Mancha,España
50013,"San José, Zaragoza, Aragón, 50013, España","(41.64073920478725, -0.8686929986702941, 0.0)",Zaragoza,Aragón,España
28760,"Tres Cantos, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28760, España","(40.60502764410355, -3.709094338554758, 0.0)",,Comunidad de Madrid,España
28023,"Moncloa-Aravaca, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28023, España","(40.45416013157892, -3.786613210245901, 0.0)",Madrid,Comunidad de Madrid,España
28806,"Distrito IV, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28806, España","(40.49970494814363, -3.371242671387047, 0.0)",Alcalá de Henares,Comunidad de Madrid,España
33195,"Oviedo, Asturias / Asturies, 33195, España","(43.34473833152788, -5.808178805347605, 0.0)",Oviedo,Asturias / Asturies,España
23009,"Jaén, Andalucía, 23009, España","(37.7816544868785, -3.782755363774608, 0.0)",Jaén,Andalucía,España
33750,"Saint-Germain-du-Puch, Libourne, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33750, France","(44.84464719499999, -0.32240783659973304, 0.0)",,Nouvelle-Aquitaine,France
39572,"Pesaguero, Liébana, Cantabria, 39572, España","(43.0739222375, -4.5490129, 0.0)",,Cantabria,España
48230,"Chanac, Mende, Lozère, Occitanie, France métropolitaine, 48230, France","(44.475913863636364, 3.3409791581451653, 0.0)",,Occitanie,France
41015,"Distrito Norte, Sevilla, Andalucía, 41015, España","(37.42692370912167, -5.983555940743321, 0.0)",Sevilla,Andalucía,España
47270,"Tayrac, Agen, Lot-et-Garonne, Nouvelle-Aquitaine, France métropolitaine, 47270, France","(44.19292480277778, 0.804058407911256, 0.0)",,Nouvelle-Aquitaine,France
34004,"Palencia, Castilla y León, 34004, España","(42.001407105999995, -4.523071619198142, 0.0)",Palencia,Castilla y León,España
45530,"Combreux, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45530, France","(47.95120813437501, 2.289885108880055, 0.0)",,Centre-Val de Loire,France
04007,"Almería, Andalucía, 04007, España","(36.83050408220339, -2.45052558907192, 0.0)",Almería,Andalucía,España
28200,"Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28200, France","(48.074622838461536, 1.345385869269431, 0.0)",,Centre-Val de Loire,France
28021,"Villaverde, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28021, España","(40.34637340456449, -3.706884919800276, 0.0)",Madrid,Comunidad de Madrid,España
48215,"Iurreta, Bizkaia, Euskadi, 48215, España","(43.18385335, -2.6452779676836102, 0.0)",,Euskadi,España
46100,"Figeac, Lot, Occitanie, France métropolitaine, 46100, France","(44.61179406856836, 2.018879515490067, 0.0)",,Occitanie,France
28050,"Hortaleza, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28050, España","(40.49299237710278, -3.6616128904345584, 0.0)",Madrid,Comunidad de Madrid,España
13360,"Roquevaire, Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13360, France","(43.344801131249994, 5.601757878663382, 0.0)",,Provence-Alpes-Côte d'Azur,France
323903,,,,,
46014,"l'Olivereta, Comarca de València, València / Valencia, Comunitat Valenciana, 46014, España","(39.46419894532788, -0.402976208876778, 0.0)",,Comunitat Valenciana,España
29620,"Lanmeur, Morlaix, Finistère, Bretagne, France métropolitaine, 29620, France","(48.65169987142858, -3.702278846534825, 0.0)",,Bretagne,France
31016,"Mendillorri, Beloso, Pamplona/Iruña, Navarra - Nafarroa, 31016, España","(42.81147155882352, -1.6162416410502192, 0.0)",Pamplona/Iruña,Navarra - Nafarroa,España
28043,"Hortaleza, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28043, España","(40.462150806595375, -3.6381745707030055, 0.0)",Madrid,Comunidad de Madrid,España
46730,"Gandia, la Safor, València / Valencia, Comunitat Valenciana, 46730, España","(38.9984457811984, -0.16845711191021606, 0.0)",,Comunitat Valenciana,España
06700,"Saint-Laurent-du-Var, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06700, France","(43.67066111132075, 7.190495592630321, 0.0)",,Provence-Alpes-Côte d'Azur,France
4485-722,"Vila Chã, Vila do Conde, Porto, 4485-722, Portugal","(41.2986664, -8.731946211141459, 0.0)",Vila do Conde,,Portugal
08015,"Macumere/Macomer, Nuoro, Sardigna/Sardegna, 08015, Italia","(40.265800485, 8.774859928881547, 0.0)",,Sardigna/Sardegna,Italia
30158,"Murcia, Área Metropolitana de Murcia, Región de Murcia, 30158, España","(37.95868316530054, -1.0787718235019497, 0.0)",Murcia,Región de Murcia,España
08830,"Sant Boi de Llobregat, Baix Llobregat, Barcelona, Catalunya, 08830, España","(41.3409764343312, 2.042898294871836, 0.0)",,Catalunya,España
28018,"Puente de Vallecas, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28018, España","(40.384578033411486, -3.6537746402947353, 0.0)",Madrid,Comunidad de Madrid,España
06800,"Mérida, Badajoz, Extremadura, 06800, España","(38.91964641998035, -6.34521229716575, 0.0)",Mérida,Extremadura,España
08032,"Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalunya, 08032, España","(41.42260484544609, 2.161083126280616, 0.0)",Barcelona,Catalunya,España
11405,"Jerez de la Frontera, Campiña de Jerez, Cádiz, Andalucía, 11405, España","(36.69568137307692, -6.117076497305598, 0.0)",Jerez de la Frontera,Andalucía,España
43840,"Salou, Tarragonès, Tarragona, Catalunya, 43840, España","(41.06873420833331, 1.1525803828861367, 0.0)",Salou,Catalunya,España
50019,"Sesto Fiorentino, Firenze, Toscana, 50019, Italia","(43.833476799771674, 11.19999523646547, 0.0)",,Toscana,Italia
28943,"Cerro - El Molino, Fuenlabrada, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28943, España","(40.284164764390724, -3.8044685503008364, 0.0)",Fuenlabrada,Comunidad de Madrid,España
06130,"Damaschkestraße, Halle (Saale), Sachsen-Anhalt, 06130, Deutschland","(51.45235737188599, 11.976121872680467, 0.0)",Halle (Saale),Sachsen-Anhalt,Deutschland
28002,"Chamartín, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28002, España","(40.44496843121317, -3.6727611164266607, 0.0)",Madrid,Comunidad de Madrid,España
43893,"Altafulla, Tarragonès, Tarragona, Catalunya, 43893, España","(41.139362327777775, 1.3756292934140342, 0.0)",,Catalunya,España
28600,"Luisant, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28600, France","(48.42257728907728, 1.4621982466959595, 0.0)",,Centre-Val de Loire,France
28020,"Tetuán, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28020, España","(40.45808544260567, -3.697229252833902, 0.0)",Madrid,Comunidad de Madrid,España
03185,"Torrevieja, el Baix Segura / La Vega Baja del Segura, Alacant / Alicante, Comunitat Valenciana, 03185, España","(38.0193777625, -0.7222117, 0.0)",,Comunitat Valenciana,España
08208,"Sabadell, Vallès Occidental, Barcelona, Catalunya, 08208, España","(41.55409419871796, 2.1275691792568048, 0.0)",Sabadell,Catalunya,España
28703,"San Sebastián de los Reyes, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28703, España","(40.549418876744184, -3.6188307259649966, 0.0)",,Comunidad de Madrid,España
03550,"Sant Joan d'Alacant, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03550, España","(38.398962766842104, -0.43477806436748045, 0.0)",,Comunitat Valenciana,España
11510,"Treilles, Narbonne, Aude, Occitanie, France métropolitaine, 11510, France","(42.91238487307692, 2.9616138199291617, 0.0)",,Occitanie,France
29002,"Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España","(36.70733484551257, -4.43430672051629, 0.0)",Málaga,Andalucía,España
33819,"3388_33819, Triulzo Superiore, Municipio 4, Chiaravalle, Milano, Lombardia, 20138, Italia","(45.4273614, 9.2525378, 0.0)",Milano,Lombardia,Italia
O88oo,,,,,
48901,"Barakaldo, Bizkaia, Euskadi, 48901, España","(43.29838773200628, -2.9880770197220947, 0.0)",Barakaldo,Euskadi,España
33203,"Distrito Rural, Gijón/Xixón, Asturias / Asturies, 33203, España","(43.53737720874179, -5.627573857182867, 0.0)",Gijón/Xixón,Asturias / Asturies,España
08221,"Terrassa, Vallès Occidental, Barcelona, Catalunya, 08221, España","(41.56379885319148, 2.0114012779123653, 0.0)",Terrassa,Catalunya,España
45100,"Olivet, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45100, France","(47.85561757850714, 1.9184217781208976, 0.0)",,Centre-Val de Loire,France
08150,"Murtin-et-Bogny, Charleville-Mézières, Ardennes, Grand Est, France métropolitaine, 08150, France","(49.81033526304348, 4.525783907351641, 0.0)",Murtin-et-Bogny,Grand Est,France
42003,"Soria, Castilla y León, 42003, España","(41.76018621946308, -2.4697709199537523, 0.0)",Soria,Castilla y León,España
28223,"Pozuelo de Alarcón, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28223, España","(40.43572800934515, -3.8180622301608196, 0.0)",,Comunidad de Madrid,España
43890,"Vandellòs i l'Hospitalet de l'Infant, Baix Camp, Tarragona, Catalunya, 43890, España","(40.985132322727274, 0.9110029561069475, 0.0)",Vandellòs i l'Hospitalet de l'Infant,Catalunya,España
30740,"Le Cailar, Nîmes, Gard, Occitanie, France métropolitaine, 30740, France","(43.67120006296296, 4.236728679623067, 0.0)",,Occitanie,France
08017,"Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalunya, 08017, España","(41.406276723351176, 2.117061111892017, 0.0)",Barcelona,Catalunya,España
32003,"Ourense, Galicia, 32003, España","(42.341949659722225, -7.8648398056771605, 0.0)",,Galicia,España
29014,"Ciudad Jardín, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España","(36.74143383973919, -4.420648218871228, 0.0)",Málaga,Andalucía,España
29004,"Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España","(36.68496494857825, -4.467502507041626, 0.0)",Málaga,Andalucía,España
46410,"Sueca, la Ribera Baixa, València / Valencia, Comunitat Valenciana, 46410, España","(39.227874825, -0.285292025, 0.0)",,Comunitat Valenciana,España
12004,"Castelló de la Plana, la Plana Alta, Castelló / Castellón, Comunitat Valenciana, 12004, España","(39.99467286, -0.035840450719116686, 0.0)",Castelló de la Plana,Comunitat Valenciana,España
13500,"Martigues, Istres, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France métropolitaine, 13500, France","(43.39953726828594, 5.055858836620795, 0.0)",,Provence-Alpes-Côte d'Azur,France
11001,"Cádiz, Bahía de Cádiz, Cádiz, Andalucía, 11001, España","(36.52582715555556, -6.286960020040269, 0.0)",Cádiz,Andalucía,España
14740,"Bretteville-l'Orgueilleuse, Thue et Mue, Caen, Calvados, Normandie, France métropolitaine, 14740, France","(49.211923915540524, -0.5257938333606544, 0.0)",Thue et Mue,Normandie,France
28915 ,"Leganés, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28915, España","(40.334544942200004, -3.752578561335742, 0.0)",Leganés,Comunidad de Madrid,España
36210,"Vigo, Pontevedra, Galicia, 36210, España","(42.21545817406141, -8.738644710894695, 0.0)",,Galicia,España
28033,"Hortaleza, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28033, España","(40.477010208857834, -3.654425925166973, 0.0)",Madrid,Comunidad de Madrid,España
23400,"Bourganeuf, Guéret, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23400, France","(45.93986361911764, 1.735194983334661, 0.0)",,Nouvelle-Aquitaine,France
07700,"Saint-Marcel-d'Ardèche, Privas, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07700, France","(44.3540232983871, 4.592715319916117, 0.0)",,Auvergne-Rhône-Alpes,France
46880,"Bocairent, la Vall d'Albaida, València / Valencia, Comunitat Valenciana, 46880, España","(38.76743532, -0.6049232201117942, 0.0)",,Comunitat Valenciana,España
33401,"Avilés, Asturias / Asturies, 33401, España","(43.560196059999996, -5.9289116813704545, 0.0)",,Asturias / Asturies,España
28341,"Valdemoro, Comarca Sur, Comunidad de Madrid, 28341, España","(40.1842453862069, -3.6814268849377223, 0.0)",,Comunidad de Madrid,España
08397,"Pineda de Mar, Maresme, Barcelona, Catalunya, 08397, España","(41.62527899032259, 2.6840014949164703, 0.0)",Pineda de Mar,Catalunya,España
24274,"Via Gabriele D'Annunzio Civico 270, Via Gabriele D'Annunzio, San Lorenzo, San Bartolomeo, Sanremo, Imperia, Liguria, 18014, Italia","(43.8268562, 7.748811, 0.0)",Sanremo,Liguria,Italia
02500,"Hirson, Vervins, Aisne, Hauts-de-France, France métropolitaine, 02500, France","(49.90692280606189, 4.085081886973348, 0.0)",,Hauts-de-France,France
20009,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20009, España","(43.30415581534565, -1.989354019352497, 0.0)",Donostia/San Sebastián,Euskadi,España
08003,"Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08003, España","(41.386747965139506, 2.1802125798699303, 0.0)",Barcelona,Catalunya,España
28860,"Paracuellos de Jarama, Cuenca del Medio Jarama, Comunidad de Madrid, 28860, España","(40.50566616848462, -3.5249828330305, 0.0)",,Comunidad de Madrid,España
44200,"Nantes Sud, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44200, France","(47.195961534855485, -1.5367560197307104, 0.0)",Nantes,Pays de la Loire,France
31621,"Sarriguren, Valle de Egüés/Eguesibar, Navarra - Nafarroa, 31621, España","(42.81200743636363, -1.5973756648513528, 0.0)",Valle de Egüés/Eguesibar,Navarra - Nafarroa,España
30100,"Alès, Gard, Occitanie, France métropolitaine, 30100, France","(44.129257360833336, 4.097972568808748, 0.0)",,Occitanie,France
48450,"Etxebarri, Bizkaia, Euskadi, 48450, España","(43.24868581027347, -2.89031171910512, 0.0)",,Euskadi,España
28003,"Chamberí, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28003, España","(40.44205617815253, -3.7052696087641928, 0.0)",Madrid,Comunidad de Madrid,España
21810,"Palos de la Frontera, Comarca Metropolitana de Huelva, Huelva, Andalucía, 21810, España","(37.22570855, -6.891580917218968, 0.0)",,Andalucía,España
16200,"Jarnac, Cognac, Charente, Nouvelle-Aquitaine, France métropolitaine, 16200, France","(45.69452449199999, -0.17540608942925628, 0.0)",,Nouvelle-Aquitaine,France
03130,"Le Donjon, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03130, France","(46.3461820775, 3.8243944123668308, 0.0)",,Auvergne-Rhône-Alpes,France
45216,"Carranque, La Sagra, Toledo, Castilla-La Mancha, 45216, España","(40.16892203571428, -3.8971776245033167, 0.0)",,Castilla-La Mancha,España
39009,"Santander, Cantabria, 39009, España","(43.45457917498222, -3.8170205232427854, 0.0)",Santander,Cantabria,España
17850,"Besalú, Garrotxa, Girona, Catalunya, 17850, España","(42.20631554015796, 2.6981444770067005, 0.0)",Besalú,Catalunya,España
08001,"Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España","(41.38009830954548, 2.1695666844236827, 0.0)",Barcelona,Catalunya,España
02002,"Albacete, Castilla-La Mancha, 02002, España","(38.98870735, -1.8531677809266944, 0.0)",,Castilla-La Mancha,España
17834,"Sant Vicents de Camós, Camós, Pla de l'Estany, Girona, Catalunya, 17834, España","(42.098963975, 2.7572299172872743, 0.0)",Camós,Catalunya,España
21004,"Huelva, Comarca Metropolitana de Huelva, Huelva, Andalucía, 21004, España","(37.26457560243902, -6.947472519534457, 0.0)",Huelva,Andalucía,España
46419,"Nordrhein-Westfalen, 46419, Deutschland","(51.8383802, 6.460960762874063, 0.0)",,Nordrhein-Westfalen,Deutschland
20010,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20010, España","(43.30524991882353, -1.9817768994230416, 0.0)",Donostia/San Sebastián,Euskadi,España
20018,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20018, España","(43.295083286672664, -2.0088541061202783, 0.0)",Donostia/San Sebastián,Euskadi,España
46183,"L'Eliana, el Camp de Túria, València / Valencia, Comunitat Valenciana, 46183, España","(39.56577612420638, -0.5301889551419007, 0.0)",L'Eliana,Comunitat Valenciana,España
08039,"Tonara, Nuoro, Sardigna/Sardegna, 08039, Italia","(40.02493084499999, 9.170051268183578, 0.0)",,Sardigna/Sardegna,Italia
29730,"Guilvinec, Quimper, Finistère, Bretagne, France métropolitaine, 29730, France","(47.797602925999996, -4.279368487774333, 0.0)",Guilvinec,Bretagne,France
20013,"Donostia/San Sebastián, Donostialdea, Gipuzkoa, Euskadi, 20013, España","(43.324241700285306, -1.9627382187753566, 0.0)",Donostia/San Sebastián,Euskadi,España
45001,"Toledo, Castilla-La Mancha, 45001, España","(39.85700893873519, -4.008437563364521, 0.0)",Toledo,Castilla-La Mancha,España
08041,"Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalunya, 08041, España","(41.417778217703926, 2.1763011544103317, 0.0)",Barcelona,Catalunya,España
28411,"Moralzarzal, Cuenca del Guadarrama, Comunidad de Madrid, 28411, España","(40.68363181466562, -3.9664167373699817, 0.0)",Moralzarzal,Comunidad de Madrid,España
11100,"Narbonne, Aude, Occitanie, France métropolitaine, 11100, France","(43.17483481480263, 3.0037754035541155, 0.0)",,Occitanie,France
11149,"Conil de la Frontera, La Janda, Cádiz, Andalucía, 11149, España","(36.32350043333333, -6.112269954044258, 0.0)",,Andalucía,España
47021,"Bagno di Romagna, Forlì-Cesena, Emilia-Romagna, 47021, Italia","(43.85012583333333, 11.970031933333333, 0.0)",,Emilia-Romagna,Italia
29660,"Carantec, Morlaix, Finistère, Bretagne, France métropolitaine, 29660, France","(48.66763015, -3.915588913404266, 0.0)",,Bretagne,France
47011,"Hospital, Valladolid, Castilla y León, 47011, España","(41.659143564425406, -4.7153905656990345, 0.0)",Valladolid,Castilla y León,España
28260,"Oulins, Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28260, France","(48.86522775, 1.4712591070466448, 0.0)",,Centre-Val de Loire,France
09240,"La Bastide-de-Sérou, Saint-Girons, Ariège, Occitanie, France métropolitaine, 09240, France","(43.007966775, 1.4265217635306422, 0.0)",,Occitanie,France
16393,"Piazzale Cimitero Maggiore, Maggiore - Musocco, Municipio 8, Milano, Lombardia, 20151, Italia","(45.5028779, 9.1203535, 0.0)",Milano,Lombardia,Italia
15008,"San Cristovo das Viñas, A Coruña, Galicia, 15008, España","(43.338671888850904, -8.416775515958186, 0.0)",,Galicia,España
24001,"León, Castilla y León, 24001, España","(42.59882135312501, -5.577701882748841, 0.0)",León,Castilla y León,España
08018,"Sant Martí, Barcelona, Barcelonès, Barcelona, Catalunya, 08018, España","(41.40367105371789, 2.191852642387874, 0.0)",Barcelona,Catalunya,España
28660,"Boadilla del Monte, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28660, España","(40.407808157264945, -3.8863792529279255, 0.0)",,Comunidad de Madrid,España
46018,"l'Olivereta, Comarca de València, València / Valencia, Comunitat Valenciana, 46018, España","(39.46658615881423, -0.396568442317426, 0.0)",,Comunitat Valenciana,España
28027,"Ciudad Lineal, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28027, España","(40.43928389045992, -3.644138893098393, 0.0)",Madrid,Comunidad de Madrid,España
08100,"Nùgoro/Nuoro, Nuoro, Sardigna/Sardegna, 08100, Italia","(40.32020901175849, 9.320818341092208, 0.0)",Nùgoro/Nuoro,Sardigna/Sardegna,Italia
33405,"Talence, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33405, France","(44.80836565, -0.5998368209979617, 0.0)",,Nouvelle-Aquitaine,France
20302,"Irun, Bidasoa Beherea / Bajo Bidasoa, Gipuzkoa, Euskadi, 20302, España","(43.339880704687516, -1.793168790154025, 0.0)",,Euskadi,España
47013,"Delicias - Canterac, Valladolid, Castilla y León, 47013, España","(41.63590641328127, -4.721851262138369, 0.0)",Valladolid,Castilla y León,España
46010,"la Saïdia, Comarca de València, València / Valencia, Comunitat Valenciana, 46010, España","(39.48188053816525, -0.3662863101408345, 0.0)",,Comunitat Valenciana,España
08025,"Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalunya, 08025, España","(41.408922057961554, 2.1709259283528364, 0.0)",Barcelona,Catalunya,España
03202,"Elx / Elche, el Baix Vinalopó, Alacant / Alicante, Comunitat Valenciana, 03202, España","(38.275631742187514, -0.6849083681204264, 0.0)",Elx / Elche,Comunitat Valenciana,España
28029,"Fuencarral-El Pardo, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28029, España","(40.47416063592716, -3.7029849838411755, 0.0)",Madrid,Comunidad de Madrid,España
28041,"Arona, Novara, Piemonte, 28041, Italia","(45.75740916999022, 8.552056538690042, 0.0)",,Piemonte,Italia
28221,"Majadahonda, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28221, España","(40.46637402201205, -3.8530785307348916, 0.0)",,Comunidad de Madrid,España
08380,"La Neuville-aux-Joûtes, Charleville-Mézières, Ardennes, Grand Est, France métropolitaine, 08380, France","(49.92096082710424, 4.238192419185196, 0.0)",,Grand Est,France
06003,"Badajoz, Tierra de Badajoz, Badajoz, Extremadura, 06003, España","(38.87214873911244, -6.967624145456115, 0.0)",Badajoz,Extremadura,España
08295,"Olesa de Montserrat, Baix Llobregat, Barcelona, Catalunya, 08295, España","(41.55166127869661, 1.8888794434508793, 0.0)",Olesa de Montserrat,Catalunya,España
08912,"Districte 1, Barcelonès, Barcelona, Catalunya, 08912, España","(41.4438024325327, 2.240276271508108, 0.0)",,Catalunya,España
46007,"Jesús, Comarca de València, València / Valencia, Comunitat Valenciana, 46007, España","(39.46053910423598, -0.38612744070405747, 0.0)",,Comunitat Valenciana,España
28863,"Formazza, Verbano-Cusio-Ossola, Piemonte, 28863, Italia","(46.40752796666666, 8.399959566666666, 0.0)",,Piemonte,Italia
41540,"Delhoven, Dormagen, Rhein-Kreis Neuss, Nordrhein-Westfalen, 41540, Deutschland","(51.07579028266107, 6.799751583987044, 0.0)",,Nordrhein-Westfalen,Deutschland
21006,"Huelva, Comarca Metropolitana de Huelva, Huelva, Andalucía, 21006, España","(37.26182553333333, -6.936282566666667, 0.0)",Huelva,Andalucía,España
08034,"Làconi/Laconi, Aristanis/Oristano, Sardigna/Sardegna, 08034, Italia","(39.85530261666667, 9.054019192159299, 0.0)",,Sardigna/Sardegna,Italia
